rank,key,name,affiliation,country,publications,senior_authorships,recent_publications,recency_ratio,trials_led,industry_trials,centrality_raw,focus,top_journals,active_years,region,citation_proxy,c_publications,c_seniority,c_recency,c_trials,c_citations,c_centrality,influence_score,tier,rising_star,whitespace
365,kumar_a,Abhishek Kumar,"Institute of Bioinformatics, International Technology Park, Bangalore 560066, India.",India,4,1,2,0.5,0,0,0.11288989105461553,"Genome-Wide Association Study, MAP Kinase Signaling System, Whole Genome Sequencing, Germ-Line Mutation, Skin Diseases, Genetic, Myelodysplastic Syndromes","Cells, BMJ case reports, Cureus",2022-2026,Asia-Pacific,1,78.1,65.9,55.1,44.2,65.9,82.3,64.6,Tier 2,False,True
366,bhutani_d,Divaya Bhutani,"Division of Hematology/Oncology, Columbia University Irving Medical Center/New York-Presbyterian Hospital, New York, NY, USA.",USA,3,1,3,1.0,0,0,0.10351067852079492,"Immunotherapy, Adoptive, Receptors, Chimeric Antigen","Bone marrow transplantation, Clinical lymphoma, myeloma & leukemia, The New England journal of medicine",2026-2026,North America,1,64.2,65.9,78.7,44.2,65.9,80.0,64.5,Tier 2,True,True
367,tan_j,Jing Tan,"Department of Hematology, The Third People's Hospital of Chengdu, Chengdu, Sichuan 610031, China.",China,3,1,3,1.0,0,0,0.10663066696588434,"Prognosis, Centrosome, Gene Expression Regulation, Neoplastic, Biomarkers, Tumor, Gene Expression Profiling, Nomograms","Cancer pathogenesis and therapy, PeerJ, Leukemia & lymphoma",2025-2026,Asia-Pacific,1,64.2,65.9,78.7,44.2,65.9,80.9,64.5,Tier 2,True,True
368,he_y,Yi He,"Department of Hematology, The Second Affiliated Hospital of Soochow University, Suzhou 215004, Jiangsu Province, China.",China,9,0,6,0.667,0,0,0.254037968878979,"Cell Communication, Coculture Techniques, Connexin 43, Mesenchymal Stem Cells, Immunotherapy, Plasma Cells","Zhongguo shi yan xue ye xue za zhi, World journal of clinical cases, Frontiers in immunology",2021-2026,Asia-Pacific,0,95.6,26.0,95.4,44.2,26.0,95.9,64.5,Tier 2,False,True
369,yang_b,B Y Yang,"Department of Hematology, the First Affiliated Hospital of Soochow University, Suzhou 215006, China.",China,4,1,3,0.75,0,0,0.04738887506536982,"Cysteine, Reproducibility of Results, Metabolome, Metabolomics, Metabolic Networks and Pathways, Methionine","Zhonghua zhong liu za zhi [Chinese journal of oncology], Ocular immunology and inflammation, Frontiers in immunology",2022-2026,Asia-Pacific,1,78.1,65.9,78.7,44.2,65.9,44.4,64.4,Tier 2,True,True
370,lan_x,Xiaoli Lan,"Department of Nuclear Medicine, Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, No. 1277 Jiefang Ave, Wuhan, 430022, Hubei Province, China. xiaoli_lan@hust.edu.cn.",China,3,3,2,0.667,0,0,0.0329202275524854,"Positron-Emission Tomography, Positron Emission Tomography Computed Tomography, Fluorodeoxyglucose F18, Retrospective Studies, Prognosis, Succinimides","European journal of nuclear medicine and molecular imaging, Chronic diseases and translational medicine, Theranostics",2023-2026,Asia-Pacific,3,64.2,94.8,55.1,44.2,94.8,28.1,64.4,Tier 2,False,True
371,huang_s,Siqing Huang,"Haihe Laboratory of Cell Ecosystem, State Key Laboratory of Experimental Hematology, Bioinformatics Center, National Clinical Research Center for Geriatric Disorders, Key Laboratory for Carcinogenesis and Invasion, Chinese Ministry of Education, Key Laboratory of Carcinogenesis, Chinese Ministry of Health, Furong Laboratory, Department of Hematology, Xiangya Hospital, Central South University, Changsha, Hunan, China; Cancer Research Institute, School of Basic Medical Sciences, Central South University, Changsha, Hunan, China.",China,3,1,3,1.0,0,0,0.1018121126711507,"Bortezomib, Gastrointestinal Microbiome, Cell Line, Tumor, Membrane Proteins, NIMA-Related Kinases, Solute Carrier Family 12, Member 2","Cell metabolism, Journal of investigative medicine high impact case reports, Nature cancer",2024-2026,Asia-Pacific,1,64.2,65.9,78.7,44.2,65.9,79.1,64.4,Tier 2,True,True
372,yin_j,Junqiang Yin,"Department of Musculoskeletal Oncology, The First Affiliated Hospital of Sun Yat-sen University, Guangzhou, Guangdong 510080, China.",China,3,1,3,1.0,0,0,0.09957572233435238,"G-Quadruplexes, Proto-Oncogene Proteins c-bcl-2, Proto-Oncogene Proteins c-myc, Cell Line, Tumor, Molecular Docking Simulation, Molecular Dynamics Simulation","Cancer pathogenesis and therapy, Chemical biology & drug design",2024-2025,Asia-Pacific,1,64.2,65.9,78.7,44.2,65.9,78.2,64.3,Tier 2,True,True
373,yu_m,Meng Yu,"Sound Biopharmaceuticals Co., Ltd., Tianfu International Bio-Town, Huigu Dong 2nd Road 8, Chengdu, Sichuan, 610200, People's Republic of China.",China,4,1,2,0.5,0,0,0.10028371941564396,"Animals, Mice, Cryoelectron Microscopy, ADP-ribosyl Cyclase 1, Antibodies, Monoclonal, Antineoplastic Agents","Journal of hematology & oncology, Cell reports. Medicine, Gene",2022-2025,Asia-Pacific,1,78.1,65.9,55.1,44.2,65.9,78.7,64.3,Tier 2,False,True
374,zhang_g,Guangbing Zhang,"State Key Laboratory of Biotherapy and Cancer Center/Collaborative Innovation Center for Biotherapy, West China Hospital, Sichuan University, 3-17 People Road, Chengdu, Sichuan, 610041, People's Republic of China.",China,3,2,2,0.667,0,0,0.0551696138797867,"Animals, Cryoelectron Microscopy, ADP-ribosyl Cyclase 1, Antibodies, Monoclonal, Antineoplastic Agents, Lymphoma, Non-Hodgkin","Journal of hematology & oncology, Current research in translational medicine, Pathology",2022-2026,Asia-Pacific,2,64.2,86.2,55.1,44.2,86.2,52.3,64.3,Tier 2,False,True
375,riedhammer_c,Christine Riedhammer,"Department of Internal Medicine II, University Hospital of Würzburg, Würzburg, Germany. Riedhammer_C@ukw.de.",Germany,3,1,3,1.0,0,0,0.09716300770381982,"Pneumonia, Pneumocystis, Retrospective Studies, Pneumocystis carinii, Prognosis","Annals of hematology, HemaSphere, American journal of hematology",2024-2026,Europe,1,64.2,65.9,78.7,44.2,65.9,77.3,64.2,Tier 2,True,True
376,zhu_x,Xuesong Zhu,"Department of Orthopaedics, The First Affiliated Hospital of Soochow University, Soochow University, Suzhou 215006, China.",China,4,1,3,0.75,0,0,0.04584180551048188,"Transplantation, Autologous, Animals, Antineoplastic Agents, Bone Diseases, Metabolic, Bortezomib, Mice","Oxidative medicine and cellular longevity, ACS pharmacology & translational science, Medicine",2021-2026,Asia-Pacific,1,78.1,65.9,78.7,44.2,65.9,42.9,64.2,Tier 2,True,True
377,sharma_s,Sanjeevan Sharma,"Senior Advisor (Medicine & Clinical Hematology), Command Hospital (Central Command), Lucknow, India.",India,4,1,2,0.5,0,0,0.0957887424132548,,"Medical journal, Armed Forces India, South Asian journal of cancer, Cureus",2022-2026,Asia-Pacific,1,78.1,65.9,55.1,44.2,65.9,76.7,64.1,Tier 2,False,True
378,ack_d,Didar Yanardağ Açık,"Department of Hematology, SBU Adana City Training and Research Hospital, University of Health Sciences, Yüreğir, Adana, P.K.34098 Turkey.",Turkey,3,2,3,1.0,0,0,0.020923799738301076,,"Indian journal of hematology & blood transfusion : an official journal of Indian Society of Hematology and Blood Transfusion, Transplantation and cellular therapy, BMC cancer",2025-2026,Middle East / GCC,2,64.2,86.2,78.7,44.2,86.2,13.6,63.9,Tier 2,True,True
379,delforge_m,Michel Delforge,"Department of Hematology, University Hospitals Leuven, KU Leuven, Leuven, Belgium.",Belgium,4,0,2,0.5,2,1,0.18579441263688393,"Antineoplastic Agents, Physicians, Prospective Studies, Comparative Effectiveness Research","Frontiers in oncology, Advances in therapy, The New England journal of medicine",2022-2026,Europe,0,78.1,26.0,55.1,95.2,26.0,92.6,63.9,Tier 2,False,False
380,roussel_m,Murielle Roussel,"Centre Hospitalo-Universitaire Dupuytren, Limoges, France.",France,3,0,3,1.0,2,0,0.16512843305734465,"Oligopeptides, Quality of Life, Feasibility Studies, Pilot Projects, Cost-Benefit Analysis, Patient Satisfaction","Blood cancer journal, Bulletin du cancer, Clinical hematology international",2024-2026,Europe,0,64.2,26.0,78.7,95.2,26.0,90.4,63.8,Tier 2,True,True
381,sureda_a,Anna Sureda,"Clinical Hematology Department, Institut Català d'Oncologia-Hospitalet, Institut d'Investigació Biomèdica de Bellvitge (IDIBELL), University of Barcelona, Barcelona, Spain.",Spain,3,1,3,1.0,0,0,0.08732180446038328,,"Bone marrow transplantation, HemaSphere",2024-2026,Europe,1,64.2,65.9,78.7,44.2,65.9,73.1,63.8,Tier 2,True,True
382,sachpekidis_c,Christos Sachpekidis,"Klinische Kooperationseinheit Nuklearmedizin, Deutsches Krebsforschungszentrum (DKFZ), Im Neuenheimer Feld 280, 69210, Heidelberg, Deutschland. c.sachpekidis@dkfz-heidelberg.de.",Germany,3,3,2,0.667,0,0,0.026750840574942415,"Fluorodeoxyglucose F18, Positron Emission Tomography Computed Tomography, Magnetic Resonance Imaging, Positron-Emission Tomography, Radiopharmaceuticals, Artificial Intelligence","Der Radiologe, Seminars in nuclear medicine, European journal of nuclear medicine and molecular imaging",2022-2026,Europe,3,64.2,94.8,55.1,44.2,94.8,20.8,63.7,Tier 2,False,True
383,banerjee_r,Rahul Banerjee,"Department of Medicine, University of Washington, Seattle, WA.",Unknown,2,2,2,1.0,4,1,0.032677637383409314,,"JCO oncology practice, Journal of clinical oncology : official journal of the American Society of Clinical Oncology",2025-2026,Unknown,2,27.3,86.2,55.1,98.7,86.2,27.6,63.5,Tier 2,False,False
384,wu_k,Kai Yi Wu,"Mazankowski Alberta Heart Institute, Division of Cardiology, University of Alberta, Edmonton, Alberta, Canada.",Canada,3,1,3,1.0,0,0,0.07940772686137251,"Follow-Up Studies, Antibodies, Bispecific, Neoplasm Recurrence, Local","JACC. Case reports, Clinical lymphoma, myeloma & leukemia, ImmunoTargets and therapy",2024-2026,North America,1,64.2,65.9,78.7,44.2,65.9,69.6,63.4,Tier 2,True,True
385,gutierrez_n,Norma C Gutiérrez,"Department of Hematology, University Hospital of Salamanca Institute of Biomedical Research of Salamanca (IBSAL) Salamanca Spain.",Spain,3,1,3,1.0,0,0,0.07980410113762,"Transplantation, Autologous, Monoclonal Gammopathy of Undetermined Significance, Retrospective Studies, Prognosis, Hematopoietic Stem Cell Transplantation","HemaSphere, Clinical lymphoma, myeloma & leukemia",2024-2026,Europe,1,64.2,65.9,78.7,44.2,65.9,69.7,63.4,Tier 2,True,True
386,ren_h,Hefei Ren,"Department of General Education, Wuhan Vocational College of Software and Engineering, Wuhan, China.",China,4,1,3,0.75,0,0,0.037605790526657024,"Prognosis, B-Cell Maturation Antigen, Retrospective Studies, Immunotherapy, Adoptive, Receptors, Chimeric Antigen","Frontiers in psychology, Frontiers in immunology, American journal of cancer research",2022-2026,Asia-Pacific,1,78.1,65.9,78.7,44.2,65.9,33.9,63.3,Tier 2,True,True
387,mushtaq_m,Muhammad Umair Mushtaq,"University of Kansas Medical Center, Kansas City, KS, United States.",USA,3,1,3,1.0,0,0,0.07523368699075196,"Hematopoietic Stem Cell Transplantation, Leukemia, Plasma Cell, Graft vs Host Disease, Survival Rate, Transplantation, Homologous, Prognosis","Leukemia research, Expert review of hematology, Current oncology (Toronto, Ont.)",2025-2026,North America,1,64.2,65.9,78.7,44.2,65.9,67.4,63.2,Tier 2,True,True
388,zanwar_s,Saurabh Zanwar,"Division of Hematology, Mayo Clinic, Rochester, MN, USA.",USA,3,1,3,1.0,0,0,0.07476742601342917,"Risk Assessment, Neoplasm, Residual, Prognosis, Disease Management, Risk Factors","Leukemia & lymphoma, American journal of hematology, Journal of clinical oncology : official journal of the American Society of Clinical Oncology",2025-2026,North America,1,64.2,65.9,78.7,44.2,65.9,67.2,63.2,Tier 2,True,True
389,khattry_n,Navin Khattry,"Department of Medical Oncology, Tata Memorial Center-Advanced Center for Treatment Research and Education in Cancer, Homi Bhabha National Institute, Navi Mumbai, Maharashtra, India.",India,3,2,2,0.667,0,0,0.04341282841109697,,"Asian journal of transfusion science, Indian journal of hematology & blood transfusion : an official journal of Indian Society of Hematology and Blood Transfusion, EJHaem",2023-2026,Asia-Pacific,2,64.2,86.2,55.1,44.2,86.2,40.1,63.0,Tier 2,False,True
390,pacaud_l,Lida Pacaud,"Legend Biotech USA Inc., Somerset, NJ.",USA,3,1,3,1.0,0,0,0.072192890003247,"Progression-Free Survival, Prospective Studies, Neoplasm Recurrence, Local, Proteasome Inhibitors, Lenalidomide, Antibodies, Monoclonal","Clinical lymphoma, myeloma & leukemia, European journal of cancer (Oxford, England : 1990), Clinical pharmacology and therapeutics",2024-2026,North America,1,64.2,65.9,78.7,44.2,65.9,65.7,63.0,Tier 2,True,True
391,peng_y,Yumeng Peng,"Xi'an Jiaotong University Health Science Center, Xi'An City, Shaanxi Province, China; The Second Affiliated Hospital of Xi'an Jiaotong University, Xi'An City, Shaanxi Province, China.",China,4,1,2,0.5,0,0,0.0671896024459183,"Wnt Signaling Pathway, Animals, Mice, Dishevelled Proteins, Osteogenesis, Osteoclasts","Life sciences, Frontiers in medicine, Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2023-2026,Asia-Pacific,1,78.1,65.9,55.1,44.2,65.9,62.8,62.7,Tier 2,False,True
392,zhao_h,Houli Zhao,"Hunan Province Key Laboratory of Tumor Cellular & Molecular Pathology, Cancer Research Institute, Hengyang Medical School, University of South China, Changshengxi Road 28#, Hengyang, 421001, Hunan, China.",China,6,0,5,0.833,0,0,0.235337079136127,"B-Cell Maturation Antigen, Animals, Mice, Receptors, Chimeric Antigen, T-Lymphocytes, Immunotherapy, Adoptive","Annals of hematology, Cell reports. Medicine, Frontiers in immunology",2023-2026,Asia-Pacific,0,89.7,26.0,93.1,44.2,26.0,95.5,62.6,Tier 2,True,True
393,strouse_c,Christopher Strouse,"US Myeloma Innovations Research Collaborative, Westwood, Kansas; Division of Hematology, Oncology and Blood & Marrow Transplantation, Holden Comprehensive Cancer Center, University of Iowa Hospitals and Clinics, Iowa City, Iowa.",USA,3,0,3,1.0,4,0,0.08439703592993003,"B-Cell Maturation Antigen, Retrospective Studies, Neoplasms, Plasma Cell, Antibodies, Bispecific, Antineoplastic Agents, United States","Transplantation and cellular therapy, Expert review of hematology, Cancer",2024-2026,North America,0,64.2,26.0,78.7,98.7,26.0,71.8,62.6,Tier 2,True,True
394,sanmiguel_j,Jesús F San Miguel,"Department of Hematology Clínica Universidad de Navarra, Centro de Investigaciones Biomédicas Aplicadas (CIMA), Instituto de Investigación Sanitaria de Navarra (IdiSNA) Pamplona Spain.",Spain,3,1,3,1.0,0,0,0.06423722863890335,"Risk Factors, Molecular Targeted Therapy, Mutation","HemaSphere, American Society of Clinical Oncology educational book. American Society of Clinical Oncology. Annual Meeting",2024-2026,Europe,1,64.2,65.9,78.7,44.2,65.9,60.7,62.5,Tier 2,True,True
395,ocio_e,Enrique M Ocio,"Department of Hematology, University Hospital Marqués de Valdecilla/IDIVAL, Santander, Spain; University of Cantabria, Santander, Spain. Electronic address: ocioem@unican.es.",Spain,2,1,2,1.0,1,0,0.22590528629042095,"Bone Marrow, Biopsy","Clinical lymphoma, myeloma & leukemia, HemaSphere",2024-2025,Europe,1,27.3,65.9,55.1,91.0,65.9,95.0,62.5,Tier 2,False,True
396,gentile_m,Massimo Gentile,"Hematology Unit, Department of Onco-Hematology, AO of Cosenza, Cosenza, Italy.",Italy,3,1,3,1.0,0,0,0.061631152280141904,"Antibodies, Bispecific, Immunotherapy, Adoptive, Immunotherapy, Animals, Receptors, Chimeric Antigen","Expert opinion on pharmacotherapy, Pharmaceuticals (Basel, Switzerland), International journal of biological macromolecules",2025-2026,Europe,1,64.2,65.9,78.7,44.2,65.9,59.5,62.4,Tier 2,True,True
397,slrdahl_t,Tobias S Slørdahl,"Department of Clinical and Molecular Medicine, Norwegian University of Science and Technology - NTNU, Trondheim, Norway.",Norway,3,1,3,1.0,0,0,0.06179825724476893,"Antibodies, Bispecific, Immunoglobulins, Intravenous, Immunoglobulin G, Lenalidomide, Renal Insufficiency, Dexamethasone","Frontiers in immunology, Blood cancer journal, American journal of hematology",2025-2026,Europe,1,64.2,65.9,78.7,44.2,65.9,59.9,62.4,Tier 2,True,True
398,chen_g,Guoan Chen,"Department of Hematology, First Affiliated Hospital of Nanchang University, Nanchang 330006, Jiangxi, China.",China,3,1,1,0.333,2,0,0.03929999450773992,"Nomograms, Proteasome Endopeptidase Complex, Prognosis, Ubiquitins, Carrier Proteins, Neoplasm Proteins","Aging, Translational cancer research, International immunopharmacology",2022-2024,Asia-Pacific,1,64.2,65.9,25.6,95.2,65.9,35.9,62.3,Tier 2,False,True
399,locke_f,Frederick L Locke,"Moffitt Cancer Center, Tampa, Florida.",USA,3,0,3,1.0,1,0,0.11803102597443674,"Receptors, Chimeric Antigen, Immunotherapy, Adoptive, Neoplasms, Plasma Cell, Albumins","Transplantation and cellular therapy, bioRxiv : the preprint server for biology, Blood",2024-2026,North America,0,64.2,26.0,78.7,91.0,26.0,83.5,62.2,Tier 2,True,True
400,liu_m,Mei Liu,"Department of Cardiology, West China Hospital, Sichuan University, Chengdu, China.",China,4,1,2,0.5,0,0,0.057672678105579585,"Neoplasm, Residual, Stomatitis, Melphalan, Retrospective Studies, Oral Hygiene, Transplantation, Autologous","Frontiers in cardiovascular medicine, American journal of hematology, Medicine",2021-2026,Asia-Pacific,1,78.1,65.9,55.1,44.2,65.9,55.7,62.0,Tier 2,False,True
401,holstein_s,Sarah A Holstein,"Division of Oncology & Hematology, Department of Internal Medicine, University of Nebraska Medical Center, Omaha, Nebraska, USA.",USA,3,2,1,0.333,0,0,0.08736744443828265,"Black People, Bortezomib, Dexamethasone, Hematologic Neoplasms, Lenalidomide, Antibodies, Monoclonal","Future oncology (London, England), International journal of molecular sciences, JBMR plus",2022-2025,North America,2,64.2,86.2,25.6,44.2,86.2,73.2,61.9,Tier 2,False,True
402,weinhold_n,Niels Weinhold,"Department of Internal Medicine V, University of Heidelberg, 69120 Heidelberg, Germany.",Germany,6,0,4,0.667,0,0,0.2049559450726946,"Genome-Wide Association Study, MAP Kinase Signaling System, Whole Genome Sequencing, Germ-Line Mutation, Magnetic Resonance Imaging, Whole Body Imaging","Journal of clinical oncology : official journal of the American Society of Clinical Oncology, Cells, Nature communications",2022-2026,Europe,0,89.7,26.0,88.8,44.2,26.0,94.0,61.8,Tier 2,False,True
403,wu_l,Lei Wu,"Bristol Myers Squibb, Translational Development, Summit, NJ.",Unknown,3,1,3,1.0,0,0,0.05413068884011938,"Biomarkers, Tumor, Ubiquitin-Protein Ligases, Prognosis, Cell Line, Tumor, Gene Expression Regulation, Neoplastic, Protein Interaction Maps","Blood neoplasia, Frontiers in psychiatry, Hereditas",2025-2026,Unknown,1,64.2,65.9,78.7,44.2,65.9,51.6,61.6,Tier 2,True,True
